Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
72098.78,7.74,7.39,2.0,42840.93,4619999.72,North Jasonville
79851.47,6.54,7.59,3.91,42144.86,4580203.68,Lake Kathleen
46054.79,6.5,6.31,3.14,55670.62,3813530.64,Port Adamtown
63352.09,5.33,6.45,3.76,22316.94,3592370.77,Lake Kathleen
67041.94,6.57,6.35,4.71,29763.3,3966437.22,New Deniseton
60752.82,7.07,7.16,4.62,32420.76,4065719.26,Port Adamtown
63878.9,3.87,7.43,2.36,56443.13,4109282.68,New Deniseton
55946.02,6.7,6.78,4.63,35653.72,3735029.55,New Michelleville
82238.89,6.4,9.58,5.41,45400.83,5015900.48,New Michelleville
76126.66,5.44,7.5,4.03,21202.71,4062990.29,Rebeccaville
75665.86,5.43,7.71,2.0,37868.74,4089647.23,Rebeccaville
57939.92,5.9,7.88,5.66,13159.59,3521876.3,East Lucas
67940.39,5.49,7.37,2.2,36951.12,3832182.94,North Jasonville
67615.52,5.43,7.17,3.15,40683.99,4080828.06,Lake Christinaport
54553.51,5.41,8.23,4.61,60468.18,4165745.56,Lake Kathleen
66140.95,6.23,7.93,3.9,31992.69,4175662.61,North Jasonville
60047.73,5.47,8.14,3.57,38438.34,3944111.19,Port Adamtown
57979.96,7.39,6.83,3.2,25991.79,4183373.43,Port Adamtown
59314.21,4.6,7.42,4.4,23950.44,3360824.86,East Lucas
62534.76,7.12,7.53,3.16,21417.19,3878251.22,New Michelleville
74403.18,5.69,6.06,4.65,25560.42,4021250.06,South Anthony
82736.72,4.99,5.32,3.33,33507.32,4006208.43,Lake Kathleen
72197.53,5.0,8.55,4.38,47814.27,4299002.11,New Michelleville
101134.47,5.73,6.81,2.83,39343.12,4900806.64,Port Adamtown
54763.06,6.92,8.77,5.13,37852.3,3917981.64,East Lucas
58829.13,6.98,7.72,4.21,35165.83,4179675.15,Lake Christinaport
73045.23,6.74,6.22,3.59,26377.17,4133416.17,South Anthony
83505.32,6.22,5.42,2.0,33321.92,4037502.26,New Michelleville
50410.93,5.53,6.23,4.38,32750.26,3448287.9,Port Adamtown
75184.71,4.9,7.07,2.0,54672.93,4160238.74,Lake Christinaport
59130.73,5.68,7.47,3.71,38144.33,3885652.41,Rebeccaville
65871.44,5.38,7.13,4.02,37122.37,4110271.18,New Deniseton
62432.83,7.26,7.74,3.9,56272.76,4639755.92,Rebeccaville
63275.22,4.55,7.57,4.11,37365.48,3557428.27,North Jasonville
57499.21,3.26,7.91,5.08,36754.38,3546214.08,East Lucas
93663.34,5.73,7.73,3.0,21391.89,4412245.57,Jenniferstad
69551.51,6.68,7.44,4.16,37467.07,4122218.94,Lake Christinaport
62929.79,6.48,5.93,2.44,45871.75,4101806.14,North Jasonville
35647.85,5.19,9.23,2.0,36341.53,3512501.38,New Michelleville
77579.45,5.94,7.51,6.81,29065.77,4393613.78,Jenniferstad
71893.83,6.09,7.04,4.05,43472.33,4209816.63,East Lucas
49302.97,8.12,7.52,5.41,39415.17,4135207.46,South Anthony
63047.34,6.51,5.25,2.72,31510.42,3752464.87,Lake Kathleen
66735.59,4.64,7.28,4.77,28287.76,3712587.35,Jenniferstad
75205.42,7.71,4.28,2.63,15748.93,3764497.42,Lake Christinaport
44565.17,5.29,7.13,4.29,36513.56,3475986.03,New Deniseton
66000.13,4.83,7.88,2.0,40261.04,4156373.07,Rebeccaville
69529.26,6.36,7.96,4.67,43409.58,4498793.8,New Michelleville
49110.09,4.65,5.11,2.7,44508.02,3277805.98,North Jasonville
72522.25,6.66,7.57,5.25,43828.58,4455252.81,Rebeccaville
67854.78,6.64,8.6,3.48,25448.29,4063112.32,East Lucas
52224.24,6.58,6.17,2.26,31858.76,3432807.26,Jenniferstad
64819.58,7.53,7.45,5.74,35606.72,4118924.25,New Michelleville
64199.45,5.6,6.25,3.23,53546.14,4079448.38,New Deniseton
66268.83,5.9,6.6,5.2,34235.5,4002335.08,South Anthony
62017.22,6.4,6.78,4.76,42711.73,3960775.03,Port Adamtown
75070.81,5.92,5.71,2.18,38913.44,3964409.55,Lake Kathleen
45098.66,5.67,7.37,3.0,35871.79,3563688.28,North Jasonville
63575.2,5.75,7.16,4.46,31927.38,3774484.71,Jenniferstad
75615.1,5.84,8.36,4.94,37156.48,4362925.96,East Lucas
73677.61,7.8,7.72,4.41,37839.63,4484167.03,Lake Kathleen
67535.35,5.72,7.48,6.18,39526.85,4230636.99,Jenniferstad
62440.45,6.79,6.42,2.4,14849.94,3803406.64,Rebeccaville
65768.26,7.23,5.99,3.73,40662.38,4119266.41,New Deniseton
54774.39,5.46,8.54,2.82,36957.5,3891680.84,New Michelleville
77863.64,5.46,7.37,2.95,24852.85,4141859.67,New Michelleville
72184.49,5.32,6.49,5.34,38714.7,3915530.84,New Michelleville
60472.38,5.24,8.22,4.67,31749.09,3971666.88,New Deniseton
72102.81,6.87,6.39,3.31,50561.89,4382365.82,New Michelleville
48313.55,7.41,8.06,4.42,22263.07,3766997.59,North Jasonville
56398.94,5.7,5.5,3.57,41617.94,3651785.5,North Jasonville
80612.39,6.97,7.57,4.08,42303.62,4588517.65,South Anthony
83038.33,5.41,7.74,2.05,28737.22,4354916.19,New Michelleville
60407.25,6.19,6.26,4.24,41028.12,3990759.02,Rebeccaville
62033.94,5.94,5.38,3.95,29045.88,3557199.24,New Michelleville
60296.58,5.64,8.7,3.79,29929.4,3932071.85,Rebeccaville
64221.01,4.84,7.17,3.66,40446.39,3997696.95,Port Adamtown
66137.07,5.8,7.06,2.82,37041.37,3823165.9,New Deniseton
70975.74,6.56,7.9,5.88,29925.03,4142899.12,Lake Kathleen
79560.72,5.28,8.31,5.35,46057.5,4430240.53,South Anthony
65643.47,4.61,7.49,2.3,38832.89,3966476.11,South Anthony
69787.98,5.18,7.6,5.73,48573.83,4191113.9,Port Adamtown
55370.96,6.19,6.63,3.94,33253.35,3574221.27,South Anthony
48592.11,4.77,6.61,5.64,48160.29,3480159.74,New Michelleville
85770.72,4.53,5.68,4.59,44049.93,4216066.5,Lake Christinaport
76525.16,6.37,7.76,4.24,28333.8,4328604.75,New Deniseton
61618.04,5.67,5.38,5.62,40723.97,3715715.13,Rebeccaville
66483.55,5.28,7.67,4.21,28189.62,3779212.06,Jenniferstad
66029.69,7.49,7.0,4.66,33878.28,4139945.58,North Jasonville
90137.29,3.88,7.42,3.23,24294.86,4147908.38,North Jasonville
60692.07,5.63,7.27,2.81,37681.63,3801496.94,North Jasonville
74939.15,5.14,5.82,3.49,40359.97,3933832.52,New Michelleville
64031.96,7.02,6.78,3.59,41370.56,4230479.13,Port Adamtown
78238.21,5.4,8.96,3.91,40158.35,4318551.44,New Michelleville
90628.56,8.04,8.13,3.78,70000.0,5543349.21,Port Adamtown
74872.82,6.41,8.17,3.36,36682.49,4369650.64,Lake Kathleen
49660.03,6.98,8.25,2.0,13176.9,3464829.37,Jenniferstad
60976.5,5.39,5.97,3.22,32305.03,3703001.19,New Michelleville
73357.39,4.93,6.69,2.0,32156.02,3811943.59,Jenniferstad
78387.74,7.26,6.82,4.87,26137.6,4216603.37,Rebeccaville
65196.59,6.44,7.82,4.63,34351.77,4238725.47,East Lucas
59828.67,6.43,7.78,3.61,34985.32,3940535.19,East Lucas
50805.79,4.89,5.93,5.13,38437.79,3654901.22,Lake Kathleen
51701.81,6.01,6.55,5.6,21956.53,3515876.29,East Lucas
89562.88,6.35,8.03,5.42,27603.84,4541580.93,Lake Christinaport
63358.89,4.3,4.58,3.62,38890.69,3518784.82,New Deniseton
61800.7,5.92,6.82,3.42,47515.39,4094794.08,Rebeccaville
62253.4,7.11,5.27,6.18,35290.31,3924732.47,Jenniferstad
78094.04,6.63,6.74,4.77,47358.13,4565053.91,North Jasonville
57923.26,6.92,6.28,3.21,35883.02,3888157.44,New Deniseton
82174.36,5.73,7.53,3.14,12460.57,3988810.94,New Deniseton
95428.48,4.73,4.74,2.49,52853.22,4369578.47,Rebeccaville
74522.7,6.25,6.88,2.28,38835.53,4167503.05,Jenniferstad
44763.94,6.6,4.67,2.88,33906.0,3421869.56,East Lucas
57242.7,5.29,6.26,4.07,35120.73,3585168.48,East Lucas
70134.38,5.57,6.09,4.35,21597.75,3712750.48,Lake Kathleen
81853.81,5.83,5.41,4.08,27211.65,4070586.22,New Michelleville
62945.4,5.4,6.88,2.0,35385.27,3748660.08,Rebeccaville
72296.93,8.1,7.1,2.0,41393.69,4683541.2,New Michelleville
79262.39,7.25,7.29,3.73,29817.71,4228567.12,Jenniferstad
56455.24,6.33,8.62,3.65,45865.58,4241915.03,East Lucas
65537.04,6.99,7.52,3.19,27475.15,4100374.6,Port Adamtown
68199.92,5.19,8.19,4.09,45141.64,4350727.45,Port Adamtown
47535.27,6.56,6.25,3.66,34766.61,3555375.56,East Lucas
49632.5,4.63,7.42,4.46,30156.42,3468914.76,Jenniferstad
73311.95,4.55,8.6,3.0,37495.84,4142780.09,Jenniferstad
87060.87,7.09,6.87,5.98,35707.35,4522477.98,Lake Christinaport
78490.47,7.46,7.19,3.77,23773.15,4232709.31,Lake Christinaport
63276.72,6.94,6.54,3.91,37983.11,4052145.98,North Jasonville
72987.17,6.52,7.6,2.0,46035.85,4386251.2,Port Adamtown
68945.35,4.55,5.61,3.13,27335.93,3622823.22,New Deniseton
74992.59,6.52,7.23,2.87,23933.18,4225318.98,Rebeccaville
73559.24,5.78,6.97,3.16,49288.3,4369800.33,Port Adamtown
54411.69,4.81,6.55,4.4,39867.45,3468236.69,Lake Christinaport
49244.72,6.27,6.73,4.68,32163.29,3720277.07,New Deniseton
75725.04,5.55,7.6,4.79,32429.72,4210371.62,South Anthony
78784.08,6.32,8.59,2.57,41480.75,4632931.96,South Anthony
63093.24,6.02,4.62,3.32,32879.46,3683760.82,Jenniferstad
66150.65,4.9,6.68,5.33,25566.28,3620878.05,Rebeccaville
74101.85,5.71,7.34,3.26,20491.55,3925481.63,Lake Kathleen
72580.51,5.49,8.36,4.6,34880.49,4166668.77,Lake Christinaport
59667.96,6.0,7.95,4.58,54898.56,4173342.71,Lake Kathleen
72812.96,4.71,6.85,2.0,18900.72,3597306.97,East Lucas
66562.6,6.97,7.48,5.34,45293.54,4306685.65,North Jasonville
58258.37,5.89,4.91,3.42,38583.59,3742432.68,North Jasonville
65384.78,5.94,5.98,3.8,37652.12,3915560.26,Lake Kathleen
70962.62,5.05,5.3,2.46,37896.35,3824975.37,South Anthony
76142.89,6.35,7.57,3.96,47941.72,4453177.57,East Lucas
77789.0,6.37,6.71,3.62,13448.03,4006971.92,Rebeccaville
59440.57,4.9,6.38,2.05,28233.1,3495687.64,South Anthony
67783.35,5.07,7.64,4.23,30964.48,3812979.78,Lake Christinaport
60505.15,8.09,6.59,2.19,44647.01,4417579.58,Port Adamtown
78433.41,5.68,6.09,4.94,29615.58,3898308.19,Lake Christinaport
73620.96,4.27,6.32,4.61,52075.83,4011279.43,Lake Christinaport
69387.36,7.44,6.65,4.07,16783.76,4115966.02,Rebeccaville
56309.52,7.57,7.8,4.35,29423.39,4009237.77,East Lucas
83430.01,5.23,6.77,3.3,37407.08,4065445.76,Rebeccaville
60700.14,5.8,5.82,4.87,30371.25,3557579.83,East Lucas
60101.84,6.75,6.46,3.3,38808.35,3903137.19,Lake Christinaport
69393.78,3.14,6.02,3.42,26662.84,3406946.03,Port Adamtown
75974.47,5.12,7.88,2.0,33029.37,4177446.21,Lake Kathleen
71777.49,6.18,7.07,2.54,42895.72,4216449.78,South Anthony
61067.7,4.95,7.64,2.64,28179.08,3609483.3,New Deniseton
61775.44,5.97,5.83,4.53,28321.89,3756267.0,East Lucas
71167.44,6.75,8.48,3.07,34488.44,4470024.49,New Michelleville
71767.02,7.39,5.81,3.69,17353.43,3848627.15,North Jasonville
67955.66,5.25,7.48,3.25,36454.97,3825174.72,Jenniferstad
60663.0,6.68,7.1,2.87,25392.31,3841560.17,North Jasonville
60838.9,4.32,7.07,3.87,43684.33,3689249.9,New Deniseton
57849.7,8.31,5.45,3.61,47185.46,4178057.57,Lake Kathleen
81303.27,4.94,6.11,3.29,49173.01,4268721.53,North Jasonville
56361.9,5.49,6.03,4.09,26339.57,3488456.51,Port Adamtown
74747.28,5.78,7.55,4.92,25324.87,4085254.01,North Jasonville
64596.69,6.64,6.49,4.17,32276.87,3910438.87,New Michelleville
50991.45,5.11,7.73,3.54,46098.19,3898100.2,Rebeccaville
80383.92,5.45,5.85,3.46,47076.03,4130822.77,Lake Christinaport
59084.4,6.34,5.69,4.42,41063.49,3855394.02,Lake Kathleen
73438.21,6.65,5.71,4.22,35421.77,4187414.56,New Deniseton
66507.29,6.44,7.15,4.43,45902.73,4264931.68,New Deniseton
75465.66,5.37,7.76,5.6,37595.05,4223689.18,Rebeccaville
58450.54,7.3,6.01,4.3,37790.58,3941393.48,Rebeccaville
71626.24,6.97,7.5,4.02,26600.85,4146495.86,New Deniseton
84027.06,5.52,6.29,2.67,22081.19,4122764.32,Lake Kathleen
62369.7,4.98,6.19,7.0,50007.83,3824783.01,Jenniferstad
90238.46,6.15,6.89,2.57,14614.95,4141103.17,New Michelleville
74706.7,4.36,8.12,5.29,38914.14,4164767.23,Jenniferstad
42052.1,5.07,6.06,3.83,39924.6,3313316.23,North Jasonville
74553.03,5.77,7.72,4.93,44047.53,4434790.88,East Lucas
63310.53,6.75,7.49,4.01,33972.26,4172744.73,South Anthony
77548.5,6.01,5.34,2.94,36212.51,4059766.67,Lake Kathleen
82067.49,6.13,6.29,4.68,32598.46,4273773.81,South Anthony
73331.66,5.23,5.74,3.5,28670.44,3740485.45,New Deniseton
56197.73,5.18,6.94,3.57,40765.26,3754373.86,Jenniferstad
62521.17,4.86,5.95,4.72,38483.62,3777017.01,Lake Kathleen
83166.72,5.58,6.61,4.9,28691.61,4219635.22,Lake Kathleen
62404.81,5.17,7.56,6.32,32692.31,3813341.51,Lake Kathleen
71308.66,5.86,7.56,2.99,33132.7,4220820.92,East Lucas
66074.54,6.17,5.76,2.44,26336.07,3492217.8,Rebeccaville
43791.93,4.19,7.47,4.79,34059.47,3310561.82,Port Adamtown
55993.58,6.36,8.29,3.97,65708.08,4647256.37,South Anthony
77769.27,4.92,6.94,2.98,38378.55,4215207.11,North Jasonville
67064.46,7.4,6.61,5.02,43276.44,4248829.19,Rebeccaville
80469.71,3.98,4.39,4.32,24497.14,3428152.32,Jenniferstad
48211.74,6.37,7.61,5.13,30663.78,3561403.43,Rebeccaville
66467.84,5.83,7.52,5.25,43059.68,4127043.34,New Michelleville
85542.51,4.61,5.59,2.0,32797.64,3883737.86,Rebeccaville
82138.63,6.47,6.95,4.69,44122.05,4524666.96,New Michelleville
72589.55,7.57,6.91,4.24,24006.81,4244499.92,North Jasonville
78169.56,5.35,8.02,3.71,20953.93,4189331.84,Rebeccaville
91471.16,4.45,6.29,2.13,27181.63,3896993.47,Lake Kathleen
66844.19,7.02,6.91,4.91,29465.15,4062169.84,New Deniseton
75326.77,7.11,5.54,2.98,25256.49,4090575.62,Jenniferstad
57946.28,6.29,5.95,3.34,31717.42,3760541.46,Port Adamtown
70377.92,5.19,7.47,4.59,39415.04,4392898.84,Lake Christinaport
59164.74,6.22,9.12,5.87,33374.22,4071983.28,South Anthony
73010.12,5.34,6.39,5.66,34204.47,3799730.29,East Lucas
65927.81,6.93,6.62,3.72,50910.22,4369423.38,Lake Christinaport
89694.57,6.08,7.54,5.13,42136.53,4767900.23,East Lucas
58633.92,7.28,5.83,3.26,40309.56,3891621.69,Rebeccaville
86685.8,3.64,7.97,2.24,30918.83,4139863.99,Port Adamtown
62538.25,6.61,7.49,2.89,33765.1,4055440.83,Jenniferstad
67272.6,5.91,8.07,2.85,36650.94,4194939.44,South Anthony
77292.08,7.82,6.09,2.62,32239.6,4363272.53,New Deniseton
46782.83,7.13,6.99,4.64,38036.75,3716281.5,New Deniseton
87035.98,7.36,6.12,4.74,44814.72,4783273.67,Lake Christinaport
45864.71,6.52,6.56,2.0,53122.33,3970626.21,South Anthony
77323.89,5.91,6.44,2.84,41982.53,4093970.61,Lake Christinaport
69833.88,6.37,7.54,3.92,48514.19,4298696.84,East Lucas
72345.77,7.34,7.05,3.69,21586.51,4120667.05,East Lucas
77144.53,5.64,5.28,4.01,39540.92,3971830.77,South Anthony
70123.21,7.29,6.87,4.05,38811.84,4292268.7,South Anthony
76704.54,5.22,5.93,5.39,44748.19,4228645.97,Rebeccaville
76816.39,4.48,7.45,4.45,42243.37,4096704.08,Lake Kathleen
81616.36,7.88,5.14,5.64,38398.23,4390682.43,South Anthony
75873.2,4.53,6.99,3.64,38011.37,3937799.76,New Michelleville
81989.95,6.83,5.88,6.09,45848.3,4549352.67,Rebeccaville
62246.68,5.42,7.16,5.12,27371.41,3944326.2,New Michelleville
60849.83,5.84,5.18,2.75,36523.32,3768189.12,Port Adamtown
58411.7,4.64,6.31,2.48,35682.92,3445333.36,Lake Christinaport
58817.11,9.01,7.69,3.93,40917.52,4505159.0,New Deniseton
59569.73,6.39,6.73,4.6,42477.77,3968404.82,New Michelleville
65564.75,5.1,7.44,2.35,27364.45,3869888.88,Rebeccaville
42426.82,4.35,8.04,4.35,41871.33,3421366.54,Lake Kathleen
54802.52,7.8,7.4,2.77,45067.21,4352844.35,Lake Christinaport
69084.67,6.46,6.88,4.45,36727.83,4157114.84,South Anthony
75985.64,4.6,9.08,4.23,62256.29,4877788.99,Port Adamtown
59224.92,5.82,9.11,3.61,24496.31,3995322.53,Jenniferstad
60873.89,5.97,7.99,2.29,39199.49,4077236.79,New Michelleville
66170.59,4.94,8.14,4.98,43978.82,4155034.33,Port Adamtown
69652.18,6.29,5.6,2.18,26948.78,3733688.43,East Lucas
70347.58,3.95,5.81,3.12,46754.31,3642122.12,Rebeccaville
67906.68,5.73,7.43,4.72,42747.58,4001458.38,Port Adamtown
79181.97,6.89,7.35,4.98,39417.81,4547633.02,Jenniferstad
60897.78,5.98,7.86,5.16,40389.81,4212078.0,New Deniseton
70552.72,6.33,6.77,3.08,45104.62,4278721.11,New Michelleville
78547.78,4.79,6.69,2.96,31945.04,4067667.9,Rebeccaville
86122.44,3.99,7.24,3.57,27485.54,3935024.54,Jenniferstad
90818.72,7.11,8.11,5.19,37620.61,4937167.8,Rebeccaville
71563.3,4.85,6.54,3.42,37738.82,3943227.35,South Anthony
56553.96,7.23,7.58,4.89,22302.12,3919616.52,South Anthony
100414.38,4.21,6.48,2.0,37159.23,4228541.25,South Anthony
36667.07,4.65,6.48,5.87,36441.51,3274333.5,East Lucas
77009.9,5.49,6.68,4.42,16074.32,3902617.84,New Michelleville
73613.59,8.02,4.62,2.58,29975.14,4024932.53,North Jasonville
80042.12,5.09,5.8,3.4,31264.33,3834765.14,Rebeccaville
69631.85,4.73,6.81,3.17,27893.04,3527022.38,Lake Christinaport
74213.22,6.72,8.23,3.66,44198.66,4684943.06,New Deniseton
76882.22,5.77,7.34,3.52,21643.15,3974879.42,South Anthony
71307.0,4.98,8.49,3.49,27333.19,4068638.43,New Deniseton
72510.86,6.7,7.07,3.23,37921.88,4128220.37,Lake Kathleen
67077.87,7.53,6.01,4.78,29436.4,4010063.27,Port Adamtown
75832.05,6.65,6.94,2.79,42744.15,4380199.21,Rebeccaville
78208.43,7.3,6.9,5.74,39776.81,4495334.34,Lake Christinaport
71955.39,6.01,7.2,5.43,41445.38,4079236.14,Port Adamtown
51174.16,5.17,6.51,4.56,28805.12,3175613.73,Lake Christinaport
59674.26,6.69,5.83,3.93,43143.81,4064573.91,Lake Kathleen
71764.88,6.4,7.1,4.18,29192.37,4244864.0,Jenniferstad
59857.01,6.46,9.04,2.63,51940.03,4551386.05,Lake Christinaport
94875.91,4.17,5.61,2.07,24161.78,4049426.69,New Deniseton
70485.8,6.53,5.94,4.31,31264.96,4094345.16,Lake Kathleen
81101.93,6.78,6.42,4.92,32762.42,4262280.32,Lake Christinaport
75808.26,5.09,8.25,4.92,38109.17,4284327.35,North Jasonville
71342.0,6.25,7.24,4.22,37649.77,4163664.19,New Michelleville
64583.09,8.35,7.56,4.39,58326.17,4841605.2,South Anthony
68768.64,6.4,7.05,3.77,41865.03,4291133.96,Lake Kathleen
68192.17,4.85,7.09,4.83,26897.21,3649817.84,North Jasonville
66840.07,5.63,7.7,3.39,37437.31,4030791.6,Jenniferstad
88160.24,8.67,6.95,3.23,42493.36,5048082.65,Lake Kathleen
49865.0,4.67,6.28,4.57,15661.74,3161951.81,Port Adamtown
42252.06,5.43,7.01,2.0,44604.19,3374184.14,North Jasonville
55486.99,6.8,7.6,3.22,45521.98,4259787.56,East Lucas
51799.07,4.84,7.38,2.88,32269.61,3540169.4,North Jasonville
76613.39,5.51,8.01,3.96,29046.41,3959181.37,New Michelleville
54827.02,5.17,6.72,2.55,29335.04,3373970.02,Jenniferstad
69903.86,6.29,6.12,5.28,34205.77,4106393.71,East Lucas
76555.12,4.85,6.15,5.15,29675.93,3766978.21,South Anthony
75373.92,6.62,6.16,3.38,38229.6,4124714.88,North Jasonville
81277.66,6.21,6.84,3.0,54646.73,4682024.98,Jenniferstad
68674.98,7.15,7.66,4.11,30152.58,4095772.44,East Lucas
71795.28,5.06,7.79,4.72,38696.57,3947416.58,Jenniferstad
75784.85,5.84,7.86,5.19,31923.09,4361289.69,Jenniferstad
58113.74,5.25,6.76,4.54,28334.1,3649652.81,Rebeccaville
64101.68,5.04,6.26,2.98,39585.86,3790596.16,South Anthony
56997.18,6.84,8.92,3.27,37869.48,4258719.27,Port Adamtown
57855.09,6.13,7.51,2.0,31329.52,3789939.94,North Jasonville
69294.63,6.61,6.26,4.32,39621.73,4234955.64,Rebeccaville
84440.37,5.75,7.07,3.71,17767.45,4190684.37,Lake Kathleen
84230.73,7.77,7.14,3.89,57464.62,5033417.57,Lake Christinaport
59655.76,4.91,7.89,5.56,65803.92,4142630.93,Jenniferstad
82949.78,6.9,8.23,4.36,38192.49,4717256.18,Lake Christinaport
46718.88,7.41,6.17,4.3,31163.54,3738627.41,South Anthony
69074.51,5.83,7.58,3.31,25403.04,3859289.9,Lake Kathleen
79695.12,6.0,6.94,3.77,29276.74,4090297.88,East Lucas
55898.91,8.27,8.49,4.46,23871.08,4085161.71,South Anthony
80718.76,4.24,5.58,3.47,29020.19,3762637.5,Rebeccaville
74915.05,4.78,7.08,3.61,32446.04,3956139.58,New Deniseton
60263.05,6.01,6.67,5.32,41168.17,4035991.37,North Jasonville
58607.7,5.27,7.02,5.13,34866.45,3791780.68,Lake Christinaport
82746.26,5.61,5.77,5.42,54077.78,4378342.6,Lake Kathleen
72566.78,4.82,5.84,4.57,41611.36,3959167.61,Lake Kathleen
84175.36,6.43,7.09,4.96,13878.44,4118573.65,New Deniseton
75818.23,7.14,5.86,3.72,22888.82,3967909.92,Jenniferstad
87255.29,5.48,5.28,5.07,14402.06,3907479.68,Lake Kathleen
59456.42,6.28,6.12,4.31,42294.44,3968611.52,East Lucas
69014.78,5.38,6.01,3.43,41086.23,3991533.75,Lake Christinaport
59841.23,4.39,8.12,2.0,43954.78,3776139.62,Rebeccaville
77273.45,6.74,6.11,3.02,39394.59,4582548.54,North Jasonville
86748.68,6.35,5.66,5.31,36347.91,4370765.15,Lake Christinaport
61275.31,5.79,6.5,5.34,34602.97,3782144.54,New Deniseton
65845.91,5.47,5.14,2.85,59461.0,4063228.79,Lake Christinaport
72130.55,4.92,5.91,2.1,40512.55,3947790.65,New Michelleville
50898.35,5.08,6.17,4.21,55307.72,3763412.11,Port Adamtown
72279.68,5.53,7.96,4.1,34640.42,4112263.34,Rebeccaville
67521.3,5.86,7.08,4.24,32421.72,4012090.64,North Jasonville
79259.58,6.03,7.48,3.73,32368.89,4099281.24,Lake Christinaport
76816.72,6.91,7.89,2.38,31458.49,4431377.49,Port Adamtown
56388.78,8.27,6.37,4.4,34912.86,4066444.85,North Jasonville
85464.48,3.97,7.21,2.0,21438.27,3904865.93,Lake Christinaport
77837.5,5.47,7.4,3.67,38030.28,4327397.72,South Anthony
79914.32,5.66,5.55,3.25,44752.84,4358068.65,Lake Kathleen
97344.67,8.64,5.74,3.86,60535.34,5287257.97,New Michelleville
72996.1,7.0,7.17,2.47,51284.94,4583808.99,New Michelleville
76001.6,6.55,6.38,2.75,33440.64,4356960.42,New Michelleville
78963.44,5.37,5.87,3.72,7074.08,3644362.08,East Lucas
68989.73,4.91,7.51,3.84,14799.17,3789799.61,North Jasonville
60622.47,6.78,7.5,5.45,41779.14,4245313.41,Jenniferstad
70911.65,6.68,6.78,4.53,25101.3,3956326.02,Rebeccaville
64654.92,6.4,8.51,2.0,43764.57,4386667.91,North Jasonville
67332.83,4.93,6.52,5.59,17619.29,3503752.87,North Jasonville
77312.53,5.11,7.36,4.09,49389.78,4424196.34,North Jasonville
71339.45,5.13,6.05,4.12,32655.26,3852674.05,Lake Kathleen
65623.21,6.15,7.14,5.06,39787.98,4020943.44,Lake Kathleen
65697.8,5.47,6.61,4.01,42829.45,3795854.51,Port Adamtown
80755.07,4.59,8.66,5.79,31274.35,4257724.85,South Anthony
66960.98,7.29,6.71,3.81,33313.73,4261987.49,North Jasonville
60473.31,5.67,5.4,5.45,20415.85,3419058.97,Port Adamtown
55231.73,5.13,6.9,4.64,38988.63,3734902.57,New Michelleville
65942.14,5.91,5.07,4.87,40617.82,3722656.87,East Lucas
70392.55,4.76,4.19,3.0,24955.7,3411058.7,North Jasonville
78116.6,7.22,7.09,3.25,36176.21,4409063.01,South Anthony
84365.05,4.18,6.91,3.47,43054.36,4307371.06,Port Adamtown
61737.28,4.89,8.46,3.16,22266.92,3649197.16,East Lucas
79555.35,6.05,6.87,5.81,37052.14,4318533.8,Lake Christinaport
89682.56,6.0,5.31,2.0,33850.97,4331722.21,Rebeccaville
73131.61,4.76,7.99,3.58,24247.8,3854107.08,Lake Christinaport
60084.76,6.89,8.79,5.28,28732.41,4024823.37,Port Adamtown
65928.87,6.26,7.28,2.77,38697.63,4055826.9,New Deniseton
77246.09,4.09,9.2,4.0,19043.07,4006348.81,Rebeccaville
51123.91,6.46,6.62,2.0,44428.07,4050296.39,New Deniseton
75416.25,4.51,6.53,3.03,42182.84,3983788.48,South Anthony
69276.04,5.74,6.66,4.23,33563.08,3853148.12,East Lucas
59640.99,4.49,7.33,3.12,31834.71,3682779.67,East Lucas
83930.45,6.53,7.69,4.59,38736.71,4672362.57,Lake Kathleen
60835.69,5.59,7.37,2.45,23874.12,3817965.39,Lake Christinaport
90282.68,6.66,6.18,5.79,32588.2,4628658.83,New Deniseton
69770.82,4.83,6.67,5.39,43719.08,3834856.99,East Lucas
71709.37,4.49,6.46,3.14,42483.29,3970363.13,North Jasonville
52631.83,3.87,6.8,3.61,31706.75,3362460.83,East Lucas
55354.36,7.62,7.85,2.9,40280.08,4313127.91,Lake Christinaport
47283.95,5.06,9.52,4.66,27027.24,3742515.72,Rebeccaville
64215.54,6.85,7.2,2.6,46259.05,4333751.1,North Jasonville
82839.71,5.52,6.57,3.69,42167.87,4555214.0,New Michelleville
61826.98,4.76,6.73,4.75,40012.73,3795688.05,Jenniferstad
